Name,Branch,Place,Exams Accepted,Fees
"Jamia Institute of Engineering and Management Studies, Nandurbar",BE Civil Engineering,"Mandaviamba, Maharashtra",NA,NA
"Birbhum Institute of Engineering and Technology, Birbhum",B.Tech Civil Engineering,"Suri, West Bengal",JEE,"Fees:  ₹ 332,200"
"Government College of Engineering, Thanjavur",BE Civil Engineering,"Thanjavur, Tamil Nadu",NA,"Fees:  ₹ 34,120"
"Carmel College of Engineering and Technology, Alappuzha",B.Tech Civil Engineering,"Alappuzha, Kerala",NA,Exams:  KEAM 
"Swarnandhra College of Engineering and Technology, Narsapur",B.Tech Civil Engineering,"Ramannapalem, Andhra Pradesh",AP,"Fees:  ₹ 267,600"
"Ansal University, Gurgaon",B.Tech Civil Engineering,"Gurugram, Haryana",JEE,"Fees:  ₹ 934,730"
"GH Raisoni University, Chhindwara",B.Tech Civil Engineering,"Chhindwara, Madhya Pradesh",NA,NA
"Vijaya Vittala Institute of Technology, Bangalore",BE Civil Engineering,"Chikkagubbi, Karnataka",NA,Exams:  KCET 
"Sree Sakthi Engineering College, Coimbatore",BE Civil Engineering,"Bettadapuram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Siddartha Institute of Science and Technology, Puttur",B.Tech Civil Engineering,"Puttur, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Saroj Mohan Institute of Technology, Hooghly",B.Tech Civil Engineering,"Guptipara, West Bengal",NA,"Fees:  ₹ 280,000"
"RIMT Institute of Engineering and Technology, Gobindgarh",B.Tech Civil Engineering,"Mandi Gobindgarh, Punjab",JEE,"Fees:  ₹ 307,000"
"Rajiv Gandhi College of Engineering and Research, Nagpur",BE Civil Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 350,804"
"Rajeev Institute of Technology, Hassan",BE Civil Engineering,"Hassan, Karnataka",NA,"Fees:  ₹ 200,000"
"Eranad Knowledge City Technical Campus, Malappuram",B.Tech Civil Engineering,"Malappuram, Kerala",NA,NA
"Nilai Institute of Technology, Ranchi",B.Tech Civil Engineering,"Ginjo Thakurgaon, Jharkhand",NA,Exams:  JEE Main 
"Siliguri Institute of Technology, Darjeeling",B.Tech Civil Engineering,"Panchanai, West Bengal",JEE,"Fees:  ₹ 320,000"
"Kongunadu College of Engineering and Technology, Tiruchirappalli",BE Civil Engineering,"Tiruchirappalli, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Global Institute of Management and Technology, Nadia",B.Tech Civil Engineering,"Krishnanagar, West Bengal",NA,"Exams:  JEE Main ,  WBJEE "
"College of Engineering and Technology, North Maharashtra Knowledge City, Jalgaon",B.Tech Civil Engineering,"Jalgaon, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Gyan Ganga College of Technology, Jabalpur",B.Tech Civil Engineering,"Jabalpur, Madhya Pradesh",NA,"Fees:  ₹ 240,000"
"Malla Reddy Institute of Technology, Secunderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 180,000"
"Mangalmay Group of Institutions, Greater Noida",B.Tech Civil Engineering,"Greater Noida, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Malla Reddy Engineering College and Management Sciences, Medchal",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Institute of Technology, Gopeshwar",B.Tech Civil Engineering,"Mathlaggapilng, Uttarakhand",JEE,"Fees:  ₹ 429,500"
"SAL College of Engineering, Ahmedabad",BE Civil Engineering,"Ahmedabad, Gujarat",JEE,"Fees:  ₹ 256,000"
"Rajasthan Technical University, Kota",B.Tech Civil Engineering,"Kota, Rajasthan",JEE,"Fees:  ₹ 315,500"
"JD College of Engineering and Management, Nagpur",B.Tech Civil Engineering,"Nagpur, Maharashtra",JEE,"Fees:  ₹ 408,000"
"Amity University, Raipur",B.Tech Civil Engineering,"Raipur, Chhattisgarh",NA,"Fees:  ₹ 408,000"
"Shreeyash College of Engineering and Technology, Aurangabad",BE Civil Engineering,"Aurangabad, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Rameshwaram Institute of Technology and Management, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,Exams:  UPSEE 
"Sri Vasavi Institute of Engineering and Technology, Pedana",B.Tech Civil Engineering,"Nandamuru, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Shadan College of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 152,000"
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon",BE Civil Engineering,"Sawarna, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Institute of People's Science and Technology, Chitrakoot",B.Tech Civil and Rural Engineering,"Satna, Madhya Pradesh",NA,NA
"Dr KV Subba Reddy Institute of Technology, Kurnool",B.Tech Civil Engineering,"Chinna Tekur, Andhra Pradesh",NA,"Exams:  JEE Main ,  AP EAMCET "
"BIT Institute of Technology, Hindupur",B.Tech Civil Engineering,"Manesamudram, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Shri Ramswaroop Memorial Group of Professional Colleges, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",UPSEE,"Fees:  ₹ 452,270"
"SSN Engineering College, Ongole",B.Tech Civil Engineering,"Ongole, Andhra Pradesh",NA,"Fees:  ₹ 140,000"
"Sanskar College of Engineering and Technology, Ghaziabad",B.Tech Civil Engineering,"Ghaziabad, Uttar Pradesh",NA,Exams:  UPSEE 
"Jawaharlal Nehru Technological University, Kakinada",B.Tech Civil Engineering,"Kakinada, Andhra Pradesh",AP,"Fees:  ₹ 120,000"
"Mahatma Jyoti Rao Phoole University, Jaipur",B.Tech Civil Engineering,"Kalwad Kalan and Khurd, Rajasthan",NA,NA
"RH Sapat College of Engineering, Management Studies and Research, Nashik",BE Civil Engineering,"Nashik, Maharashtra",MAHA,"Fees:  ₹ 210,000"
"Nagesh Karajgi Orchid College of Engineering and Technology, Solapur",BE Civil Engineering,"Hipparge, Maharashtra",JEE,"Fees:  ₹ 347,710"
"Vikas College of Engineering and Technology, Vijayawada",B.Tech Civil Engineering,"Nunna, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Gayatri Vidya Parishad College for Degree and PG Courses, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 294,000"
"Moodlakatte Institute of Technology, Kundapura",BE Civil Engineering,"Moodalkatte, Karnataka",COMEDK,"Fees:  ₹ 300,000"
"Vimal Jyothi Engineering College, Kannur",B.Tech Civil Engineering,"Kannur, Kerala",KEAM,"Fees:  ₹ 350,000"
"Sanketika Vidya Parishad Engineering College, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 187,600"
"Kavikulguru Institute of Technology and Science, Nagpur",BE Civil Engineering,"Parsoda, Maharashtra",JEE,"Fees:  ₹ 397,000"
"Karmaveer Bhaurao Patil College of Engineering, Satara",B.Tech Civil Engineering,"Satara, Maharashtra",MAHA,"Fees:  ₹ 280,000"
"Madhukarrao Pandav College of Engineering, Bhandara",BE Civil Engineering,"Bhilewada, Maharashtra",NA,NA
"Loyola Institute of Technology and Science, Kanyakumari",BE Civil Engineering,"Kanyakumari, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Priyadarshini Institute of Technology and Science, Tenali",B.Tech Civil Engineering,"Devarapalle Agraharam, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Vivekananda College of Technology and Management, Aligarh",B.Tech Civil Engineering,"Aligarh, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"GRD Institute of Management and Technology, Dehradun",B.Tech Civil Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 337,000"
"Sigma Institute of Engineering, Vadodara",BE Civil Engineering,"Vadodara, Gujarat",GUJCET,"Fees:  ₹ 240,000"
"Matha College of Technology, Ernakulam",B.Tech Civil Engineering,"Ernakulam, Kerala",JEE,"Fees:  ₹ 360,000"
"PK Institute of Technology and Management, Mathura",B.Tech Civil Engineering,"Birhana, Uttar Pradesh",NA,NA
"Genba Sopanrao Moze College of Engineering, Balewadi",B.Tech Civil Engineering,"Pune, Maharashtra",JEE,"Fees:  ₹ 344,000"
"Bahubali College of Engineering, Hassan",BE Civil Engineering,"Uthenahalli, Karnataka",NA,NA
"Gandhi Institute for Technology, Bhubaneswar",B.Tech Civil Engineering,"Khurda, Odisha",JEE,"Fees:  ₹ 276,000"
"Gandhi Institute for Education and Technology, Khordha",B.Tech Civil Engineering,"Baniatangi, Odisha",JEE,"Fees:  ₹ 480,000"
"GH Raisoni College of Engineering and Management, Amravati",BE Civil Engineering,"Angangaon Bari, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"GL Bajaj Group of Institutions, Mathura",B.Tech Civil Engineering,"Mathura, Uttar Pradesh",NA,"Exams:  JEE Main ,  UPSEE "
"Alpha College of Engineering, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",KCET,"Fees:  ₹ 140,000"
"Agnihotri College of Engineering, Wardha",BE Civil Engineering,"Wardha, Maharashtra",NA,"Fees:  ₹ 308,000"
"Advanced College of Technology and Management, Palwal",B.Tech Civil Engineering,"Aurangabad, Haryana",NA,NA
"Bhai Gurdas Institute of Engineering and Technology, Sangrur",B.Tech Civil Engineering,"Changal, Punjab",NA,"Fees:  ₹ 263,000"
"AM Reddy Memorial College of Engineering and Technology, Narasaraopet",B.Tech Civil Engineering,"Petlurivaripalem, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Sree Venkateswara College of Engineering, Nellore",B.Tech Civil Engineering,"Basavaipalem, Andhra Pradesh",NA,Exams:  AP EAMCET 
"GIET College of Engineering, Rajahmundry",B.Tech Civil Engineering,"Diwancheruvu, Andhra Pradesh",JEE,"Fees:  ₹ 140,000"
"Acharya College of Engineering, Badvel",BE Civil Engineering,"Badvel, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Baba Saheb Ambedkar Technical Education Society, New Delhi",B.Tech Civil Engineering,"New Delhi, Delhi",NA,NA
"Katihar College of Engineering, Katihar",B.Tech Civil Engineering,"Katihar, Bihar",NA,NA
"SB Patil College of Engineering, Pune",BE Civil Engineering,"Vangali, Maharashtra",JEE,"Fees:  ₹ 315,760"
"PK University, Shivpuri",B.Tech Civil Engineering,"Karera, Madhya Pradesh",NA,NA
"KK University, Nalanda",B.Tech Civil Engineering,"Nalanda, Bihar",NA,NA
"University College of Engineering, Ramanathapuram",BE Civil Engineering,"Pullangudi, Tamil Nadu",NA,NA
"School of Research and Technology People's University, Bhopal",B.Tech Civil Engineering,"Bhopal, Madhya Pradesh",JEE,"Fees:  ₹ 285,100"
"DRK College of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 150,000"
"SR Engineering College, Warangal",B.Tech Civil Engineering,"Anantasagar Colony, Telangana",TS,"Fees:  ₹ 380,000"
"Lucknow Institute of Technology, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",JEE,"Fees:  ₹ 260,000"
"Navodaya Institute of Technology, Raichur",BE Civil Engineering,"Raichur, Karnataka",NA,"Fees:  ₹ 187,640"
"Prince Shri Venkateshwara Padmavathy Engineering College, Chennai",BE Civil Engineering,"Mambakkam, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Sri Muthukumaran Institute of Technology, Chennai",BE Civil Engineering,"Chennai, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Ahalia School of Engineering and Technology, Palakkad",B.Tech Civil Engineering,"Palakkad, Kerala",NA,NA
"Universal College of Engineering and Technology, Guntur",B.Tech Civil Engineering,"Dokiparru, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"RR Institute of Modern Technology, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,"Fees:  ₹ 348,800"
"Seth Vishambhar Nath Institute of Engineering and Technology, Barabanki",B.Tech Civil Engineering,"Barabanki, Uttar Pradesh",NA,NA
"Aurangabad College of Engineering, Aurangabad",BE Civil Engineering,"Aurangabad, Maharashtra",JEE,"Fees:  ₹ 144,000"
"Dhanalakshmi Srinivasan College of Engineering and Technology, Chennai",BE Civil Engineering,"Mahabalipuram, Tamil Nadu",NA,"Fees:  ₹ 160,000"
"Delhi Engineering College, Faridabad",B.Tech Civil Engineering,"Faridabad, Haryana",JEE,"Fees:  ₹ 200,000"
"College of Engineering, Trikaripur",B.Tech Civil Engineering,"Cheemeni, Kerala",KEAM,"Fees:  ₹ 150,000"
"Government College of Engineering, Bodinayakanur",B.Tech Civil Engineering,"Bodinayakanur, Tamil Nadu",NA,NA
"Sri Venkateswara College of Engineering and Technology, Etcherla",B.Tech Civil Engineering,"Etcherla, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"PES Institute of Technology, Bangalore",BE Civil Engineering,"Bangalore, Karnataka",NA,Exams:  KCET 
"Adwaita Mission Institute of Technology, Maniyarpur",B.Tech Civil Engineering,"Maniyarpur, Bihar",NA,NA
"Sangam University, Bhilwara",B.Tech Civil Engineering,"Gathila Kheda, Rajasthan",NA,NA
"Maharishi University of Information Technology, Lucknow",B.Tech Civil Engineering,"Lucknow, Uttar Pradesh",NA,NA
"University College of Engineering, Thirukkuvalai",BE Civil Engineering,"Thirukkuvalai, Tamil Nadu",NA,NA
"Raipur Institute of Technology, Raipur",BE Civil Engineering,"Naya Raipur, Chhattisgarh",JEE,"Fees:  ₹ 272,800"
"Theni Kammavar Sangam College of Technology, Theni",BE Civil Engineering,"Theni, Tamil Nadu",NA,NA
"Subharti Institute of Technology and Engineering, Meerut",B.Tech Civil Engineering,"Panchli Khurd, Uttar Pradesh",NA,NA
"Sri Satya Sai Institute of Science and Technology, Sehore",B. Tech Civil Engineering,"Sehore, Madhya Pradesh",NA,NA
"Marwadi Education Foundation Group of Institutions, Rajkot",BE Civil Engineering,"Rajkot, Gujarat",JEE,"Fees:  ₹ 336,000"
"Marathwada Mitra Mandal's Institute of Technology, Pune",BE Civil Engineering,"Shinde Wasti, Maharashtra",NA,"Fees:  ₹ 360,000"
"Malwa Institute of Technology, Indore",BE Civil Engineering,"Indore, Madhya Pradesh",JEE,"Fees:  ₹ 240,000"
"Patna Sahib Technical Campus, Vaishali",B.Tech Civil Engineering,"Bhagwanpur, Bihar",NA,NA
"Padmashri Dr VB Kolte College of Engineering, Malkapur",BE Civil Engineering,"Malkapur, Maharashtra",NA,"Exams:  JEE Main ,  MAHA CET "
"Kottayam Institute of Technology and Science, Kottayam",B.Tech Civil Engineering,"Anickadu, Kerala",NA,Exams:  KEAM 
"Axis Institute of Technology and Management, Kanpur",B.Tech Civil Engineering,"Kanpur, Uttar Pradesh",UPSEE,"Fees:  ₹ 377,700"
"Dr Lankapalli Bullayya College of Engineering for Women, Visakhapatnam",B.Tech Civil Engineering,"Visakhapatnam, Andhra Pradesh",AP,"Fees:  ₹ 140,000"
"Bhabha Engineering Research Institute, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,Exams:  JEE Main 
"BTL Institute of Technology and Management, Bangalore",B.Tech Civil Engineering,"Bangalore, Karnataka",NA,"Exams:  COMEDK UGET ,  KCET "
"Acropolis Institute of Technology and Research, Bhopal",BE Civil Engineering,"Bhopal, Madhya Pradesh",NA,"Fees:  ₹ 267,000"
"Guru Nanak Dev University Regional Campus, Sathiala",B.Tech Civil Engineering,"Chak Thathian, Punjab",NA,"Fees:  ₹ 338,400"
"Visvodaya Engineering College, Kavali",B.Tech Civil Engineering,"Kavali, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Moti Babu Institute of Technology, Patna",B.Tech Civil Engineering,"Patna, Bihar",NA,NA
"Institute of Engineering and Technology, Rupnagar",B.Tech Civil Engineering,"Bhaddal, Punjab",NA,Exams:  JEE Main 
"College of Engineering, Muttathara",B.Tech Civil Engineering,"Thiruvananthapuram, Kerala",NA,Exams:  KEAM 
"Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore",BE Civil Engineering,"Coimbatore, Tamil Nadu",NA,"Fees:  ₹ 302,375"
"AISECT University, Hazaribagh",BE Civil Engineering,"Hazaribagh, Jharkhand",NA,NA
"PP Savani University, Surat",B.Tech Civil Engineering,"Kosamba, Gujarat",NA,NA
"University College of Engineering, Pattukkottai",BE Civil Engineering,"Pattukkottai, Tamil Nadu",NA,NA
"Sri Aurobindo Institute of Technology, Indore",BE Civil Engineering,"Bhawrasla, Madhya Pradesh",JEE,"Fees:  ₹ 208,000"
"Srinivas School of Engineering, Mangalore",BE Civil Engineering,"Mangaluru, Karnataka",NA,NA
"Sankalchand Patel College of Engineering, Visnagar",B.Tech Civil Engineering,"Mehsana, Gujarat",NA,"Fees:  ₹ 240,000"
"Sanjay Bhokare Group of Institutes, Miraj",B.Tech Civil Engineering,"Miraj, Maharashtra",MAHA,"Fees:  ₹ 320,000"
"KCC Institute of Technology and Management, Greater Noida",B.Tech Civil Engineering,"Greater Noida, Uttar Pradesh",JEE,"Fees:  ₹ 320,000"
"Kamala Institute of Technology and Science, Singapur",B.Tech Civil Engineering,"Singapuram, Telangana",TS,"Fees:  ₹ 280,000"
"Nalla Narsimha Reddy Education Society's Group of Institutions, Ghatkesar",B.Tech Civil Engineering,"Hyderabad, Telangana",NA,Exams:  TS EAMCET 
"Ramachandra College of Engineering, Eluru",B.Tech Civil Engineering,"Kokkirapadu, Andhra Pradesh",AP,"Fees:  ₹ 200,800"
"Amrita College of Engineering and Technology, Nagercoil",BE Civil Engineering,"Nagercoil, Tamil Nadu",NA,"Fees:  ₹ 200,000"
"Institute of Technology and Management, Maharajganj",B.Tech Civil Engineering,"Maharajganj, Uttar Pradesh",NA,"Fees:  ₹ 311,200"
"Phonics Group of Institutions, Roorkee",B.Tech Civil Engineering,"Imli Khera, Uttarakhand",NA,NA
"Model Institute of Engineering and Technology, Jammu",B.Tech Civil Engineering,"Jammu, Jammu and Kashmir",JEE,"Fees:  ₹ 192,000"
"NOVA College of Engineering and Technology, Hyderabad",B.Tech Civil Engineering,"Hayathnagar, Telangana",NA,NA
"SJM Institute of Technology, Chitradurga",BE Civil Engineering,"Chitradurga, Karnataka",NA,Exams:  KCET 
"Astral Institute of Technology and Research, Indore",B.Tech Civil Engineering,"Mirjapur, Madhya Pradesh",NA,Exams:  JEE Main 
"Gurukul Vidyapeeth Institute of Engineering and Technology, Patiala",B.Tech Civil Engineering,"Jhansala, Punjab",NA,NA
"GRT Institute of Engineering and Technology, Thiruvallur",BE Civil Engineering,"Thiruthani, Tamil Nadu",NA,NA
"Azmet Institute of Technology, Kishanganj",B.Tech Civil Engineering,"Kishanganj, Bihar",NA,NA
"Glocal University, Saharanpur",B.Tech Civil Engineering,"Qasimpur Mazra Padli, Uttar Pradesh",JEE,"Fees:  ₹ 444,000"
"ICFAI University, Dehradun",B.Tech Civil Engineering,"Dehradun, Uttarakhand",JEE,"Fees:  ₹ 510,000"
"Allahabad State University, Allahabad",B.Tech Civil Engineering,"Allahabad, Uttar Pradesh",NA,NA
"Shri Madhwa Vadiraja Institute of Technology and Management, Udupi",B.Tech Civil Engineering,"Udupi, Karnataka",NA,NA
"Kashi Institute of Technology, Varanasi",B.Tech Civil Engineering,"Varanasi, Uttar Pradesh",JEE,"Fees:  ₹ 308,120"
"Kakinada Institute of Technology and Science, Divili",B.Tech Civil Engineering,"Chandramampalli, Andhra Pradesh",NA,Exams:  AP EAMCET 
"Samalkha Group of Institutions, Panipat",B.Tech Civil Engineering,"Panipat, Haryana",JEE,"Fees:  ₹ 313,552"
"Manipur Institute of Technology, Takyelpat",BE Civil Engineering,"Imphal, Manipur",NA,Exams:  JEE Main 
"Viswajyothi College of Engineering and Technology, Ernakulam",B.Tech Civil Engineering,"Ernakulam, Kerala",KEAM,"Fees:  ₹ 322,000"
"Dr KN Modi Institute of Engineering and Technology, Modinagar",B.Tech Civil Engineering,"Modinagar, Uttar Pradesh",UPSEE,"Fees:  ₹ 407,040"
"Rungta College of Engineering and Technology, Raipur",BE Civil Engineering,"Atari, Chhattisgarh",JEE,"Fees:  ₹ 312,256"
"Pacific School of Engineering, Surat",BE Civil Engineering,"Timbarava, Gujarat",NA,Exams:  GUJCET 
"NSHM Knowledge Campus, Durgapur",B.Tech Civil Engineering,"Arra, West Bengal",WBJEE,"Fees:  ₹ 312,000"
"Gargi Memorial Institute of Technology, Baruipur",B.Tech Civil Engineering,"Baruipur, West Bengal",JEE,"Fees:  ₹ 383,200"
"Balaghat Engineering College, Latur",BE Civil Engineering,"Ahmedpur, Maharashtra",NA,NA
"Aurora's Technological and Research Institute, Hyderabad",B.Tech Civil Engineering,"Hyderabad, Telangana",TS,"Fees:  ₹ 210,000"
"Indur Institute of Engineering and Technology, Siddipet",B.Tech Civil Engineering,"Ponnala, Telangana",AP,"Fees:  ₹ 200,000"
"Indira Gandhi Institute of Engineering and Technology, Ernakulam",B.Tech Civil Engineering,"Ernakulam, Kerala",KEAM,"Fees:  ₹ 240,000"
"Government Engineering College, Raichur",BE Civil Engineering,"Raichur, Karnataka",KCET,"Fees:  ₹ 72,360"
"Dr Sudhir Chandra Sur Degree Engineering College, Kolkata",B.Tech Civil Engineering,"Kolkata, West Bengal",JEE,"Fees:  ₹ 320,000"
